player,teams,cutoff,last_observed_date,gp,seconds,pts,reb,ast,stl,blk,tov,pf,fgm,fga,fg3m,fg3a,ftm,fta,pts36,reb36,ast36,stl36,blk36,tov36,pf36,sample_status
Reggie Perry,BKN,2021-03-24,2021-03-24,15,10509,62,59,13,4,5,12,29,25,60,4,16,8,11,12.74336283,12.1267485,2.67199543,0.82215244,1.02769055,2.46645732,5.9606052,OBSERVED_NOT_CAUSAL
Ricky Rubio,MIN,2021-03-24,2021-03-24,42,66420,363,132,286,55,1,83,93,120,299,35,112,88,105,11.80487805,4.29268293,9.30081301,1.78861789,0.03252033,2.69918699,3.02439024,OBSERVED_NOT_CAUSAL
Robert Franks,,2021-03-24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,NO_PREDEADLINE_SAMPLE
Rodions Kurucs,BKN;HOU,2021-03-24,2021-02-28,16,5451,16,14,6,6,4,9,8,6,24,3,17,1,2,6.34012108,5.54760594,2.3775454,2.3775454,1.58503027,3.56631811,3.17006054,LIMITED_UNDER_120_MIN
Rodney Hood,POR,2021-03-24,2021-03-23,38,43585,180,73,47,20,4,31,59,73,201,25,84,9,12,8.92050017,3.6177584,2.32924171,0.99116669,0.19823334,1.53630836,2.92394172,OBSERVED_NOT_CAUSAL
Romeo Langford,,2021-03-24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,NO_PREDEADLINE_SAMPLE
Royce O'Neale,UTA,2021-03-24,2021-03-24,43,83129,321,285,110,36,22,51,121,110,244,74,178,27,32,8.34077157,7.40535794,2.85820833,0.93541363,0.57164167,1.32516932,3.14402916,OBSERVED_NOT_CAUSAL
Rudy Gay,SAS,2021-03-24,2021-03-22,34,44250,372,168,51,25,18,36,60,136,332,55,143,45,57,18.15864407,8.20067797,2.48949153,1.22033898,0.87864407,1.75728814,2.92881356,OBSERVED_NOT_CAUSAL
Rudy Gobert,UTA,2021-03-24,2021-03-24,43,79664,618,575,54,21,128,73,103,234,362,0,2,150,247,16.75637678,15.59048002,1.46414943,0.56939144,3.47057642,1.97931312,2.79272946,OBSERVED_NOT_CAUSAL
Ryan Arcidiacono,CHI,2021-03-24,2021-03-24,26,17766,86,42,33,7,0,6,30,30,78,15,47,11,14,10.45592705,5.10638298,4.01215805,0.85106383,0.0,0.72948328,3.64741641,OBSERVED_NOT_CAUSAL
Saben Lee,DET,2021-03-24,2021-03-24,22,18982,121,33,59,13,5,18,35,43,85,4,7,31,47,13.76883363,3.75513645,6.7137288,1.47929618,0.56896007,2.04825624,3.98272047,OBSERVED_NOT_CAUSAL
Saddiq Bey,DET,2021-03-24,2021-03-24,41,59941,437,168,50,26,4,29,66,140,344,92,238,65,74,15.74748503,6.05395305,1.80177174,0.93692131,0.14414174,1.04502761,2.3783387,OBSERVED_NOT_CAUSAL
Sam Merrill,MIL,2021-03-24,2021-03-24,17,5834,32,15,11,2,0,5,8,11,24,8,16,2,2,11.84778882,5.55365101,4.07267741,0.7404868,0.0,1.851217,2.96194721,LIMITED_UNDER_120_MIN
Sean McDermott,MEM,2021-03-24,2021-03-15,9,7888,33,12,4,2,2,4,6,11,25,5,16,6,6,9.03651116,3.28600406,1.09533469,0.54766734,0.54766734,1.09533469,1.64300203,OBSERVED_NOT_CAUSAL
Sekou Doumbouya,DET,2021-03-24,2021-03-24,38,29574,144,82,23,14,2,25,55,53,155,17,69,21,28,10.51734632,5.98904443,1.67985393,1.02251978,0.14607425,1.82592818,4.017042,OBSERVED_NOT_CAUSAL
Semi Ojeleye,BOS,2021-03-24,2021-03-24,40,45915,213,117,30,11,0,16,44,71,174,49,125,22,30,10.02025482,5.50408363,1.4113035,0.51747795,0.0,0.7526952,2.06991179,OBSERVED_NOT_CAUSAL
Seth Curry,PHI,2021-03-24,2021-03-17,33,58531,427,73,96,30,8,48,56,152,329,67,155,56,61,15.75780356,2.69395705,3.54273804,1.10710564,0.29522817,1.77136902,2.06659719,OBSERVED_NOT_CAUSAL
Shake Milton,PHI,2021-03-24,2021-03-23,36,53681,498,81,112,23,10,59,83,181,406,35,115,101,117,20.03837484,3.25925374,4.50662245,0.92546711,0.402377,2.37402433,3.33972914,OBSERVED_NOT_CAUSAL
Skylar Mays,ATL,2021-03-24,2021-03-18,19,8444,64,15,19,6,0,5,8,20,51,8,23,16,18,16.37138797,3.83704405,4.8602558,1.53481762,0.0,1.27901468,2.0464235,OBSERVED_NOT_CAUSAL
Solomon Hill,ATL,2021-03-24,2021-03-22,43,48800,179,97,37,29,6,27,70,60,169,41,127,18,21,7.92295082,4.29344262,1.63770492,1.28360656,0.26557377,1.19508197,3.09836066,OBSERVED_NOT_CAUSAL
Stanley Johnson,TOR,2021-03-24,2021-03-24,39,32657,111,83,44,27,10,25,66,38,102,24,67,11,14,7.3417644,5.48978779,2.91024895,1.78583458,0.66142022,1.65355054,4.36537343,OBSERVED_NOT_CAUSAL
Stephen Curry,GSW,2021-03-24,2021-03-17,39,78951,1130,208,243,53,3,120,72,375,789,182,446,198,213,30.91537789,5.69061823,6.64817418,1.4500133,0.08207622,3.28304898,1.96982939,OBSERVED_NOT_CAUSAL
T.J. McConnell,IND,2021-03-24,2021-03-24,40,60745,286,146,260,72,15,74,62,133,244,7,22,13,23,10.1697259,5.1915384,9.24520537,2.56021072,0.53337723,2.63132768,2.2046259,OBSERVED_NOT_CAUSAL
Tacko Fall,BOS,2021-03-24,2021-03-21,9,4072,29,24,2,0,10,2,12,13,18,0,0,3,11,15.38310413,12.73084479,1.06090373,0.0,5.30451866,1.06090373,6.3654224,LIMITED_UNDER_120_MIN
Taj Gibson,NYK,2021-03-24,2021-03-18,17,18313,71,77,8,9,8,10,32,28,50,3,12,12,18,8.37437886,9.08207284,0.94359198,1.06154098,0.94359198,1.17948998,3.77436794,OBSERVED_NOT_CAUSAL
Taurean Prince,BKN;CLE,2021-03-24,2021-03-03,29,37175,242,104,50,19,19,31,53,79,208,39,101,45,53,14.06106254,6.04277068,2.90517821,1.10396772,1.10396772,1.80121049,3.0794889,OBSERVED_NOT_CAUSAL
Terrence Ross,ORL,2021-03-24,2021-03-14,36,63933,575,127,81,39,17,61,68,205,495,81,225,84,94,19.42658721,4.29074187,2.73661489,1.31762939,0.57435127,2.06090751,2.2974051,OBSERVED_NOT_CAUSAL
Terry Rozier,CHA,2021-03-24,2021-03-24,41,81146,834,153,136,55,13,75,72,295,619,136,324,108,127,22.19998521,4.07265916,3.62014147,1.4640278,0.34604293,1.99640155,1.91654549,OBSERVED_NOT_CAUSAL
Thaddeus Young,CHI,2021-03-24,2021-03-24,39,58447,473,251,168,53,24,80,98,219,369,6,23,29,53,17.48045238,9.27609629,6.2087019,1.95869762,0.88695741,2.95652471,3.62174278,OBSERVED_NOT_CAUSAL
Thanasis Antetokounmpo,MIL,2021-03-24,2021-03-24,31,15676,69,61,20,9,6,19,36,30,51,2,9,7,16,9.50752743,8.40520541,2.75580505,1.24011227,0.82674152,2.6180148,4.96044909,OBSERVED_NOT_CAUSAL
Theo Pinson,NYK,2021-03-24,2021-03-13,13,1688,2,2,1,0,0,1,3,1,8,0,7,0,0,2.55924171,2.55924171,1.27962085,0.0,0.0,1.27962085,3.83886256,LIMITED_UNDER_120_MIN
Tim Frazier,MEM,2021-03-24,2021-01-13,3,1950,4,4,7,1,0,3,4,2,8,0,2,0,0,4.43076923,4.43076923,7.75384615,1.10769231,0.0,3.32307692,4.43076923,LIMITED_UNDER_120_MIN
Timothe Luwawu-Cabarrot,BKN,2021-03-24,2021-03-24,38,44302,270,92,48,27,5,32,69,95,248,57,162,23,30,13.16419123,4.48557627,2.34030066,1.31641912,0.24378132,1.56020044,3.3641822,OBSERVED_NOT_CAUSAL
Tobias Harris,PHI,2021-03-24,2021-03-23,39,79649,811,299,140,35,32,73,76,311,612,62,150,127,142,21.99349647,8.10857638,3.79665784,0.94916446,0.86780751,1.97968587,2.06104283,OBSERVED_NOT_CAUSAL
Tomas Satoransky,CHI,2021-03-24,2021-03-24,32,43283,245,81,152,21,9,54,43,89,172,25,61,42,46,12.22650925,4.04223367,7.58542615,1.04798651,0.44913707,2.69482245,2.14587713,OBSERVED_NOT_CAUSAL
Tony Snell,ATL,2021-03-24,2021-03-24,31,36796,168,71,42,5,8,14,45,60,119,46,82,2,2,9.86194152,4.16784433,2.46548538,0.29351016,0.46961626,0.82182846,2.64159148,OBSERVED_NOT_CAUSAL
Torrey Craig,MIL;PHX,2021-03-24,2021-03-24,21,14874,67,55,19,10,8,6,31,27,61,12,27,1,2,9.72972973,7.98709157,2.75917709,1.45219847,1.16175877,0.87131908,4.50181525,OBSERVED_NOT_CAUSAL
Trae Young,ATL,2021-03-24,2021-03-24,42,86722,1083,170,393,34,10,177,81,324,750,103,284,332,380,26.97447015,4.23421969,9.78851964,0.84684394,0.24907175,4.40856991,2.01748115,OBSERVED_NOT_CAUSAL
Tre Jones,SAS,2021-03-24,2021-03-24,19,5188,36,9,8,2,0,7,5,15,30,1,1,5,5,14.98843485,3.74710871,3.3307633,0.83269082,0.0,2.91441789,2.08172706,LIMITED_UNDER_120_MIN
Tremont Waters,BOS,2021-03-24,2021-03-22,11,5897,33,8,30,6,0,13,6,10,31,6,15,7,8,12.08750212,2.93030354,10.98863829,2.19772766,0.0,4.76174326,2.19772766,LIMITED_UNDER_120_MIN
Trent Forrest,UTA,2021-03-24,2021-03-24,10,2015,4,5,7,2,0,3,2,1,5,0,2,2,2,4.28784119,5.35980149,7.50372208,2.1439206,0.0,3.21588089,2.1439206,LIMITED_UNDER_120_MIN
Trevor Ariza,MIA,2021-03-24,2021-03-23,3,2932,12,10,3,1,2,1,3,4,17,2,10,2,2,8.84038199,7.36698499,2.2100955,0.7366985,1.473397,0.7366985,2.2100955,LIMITED_UNDER_120_MIN
Trey Lyles,SAS,2021-03-24,2021-03-24,23,21470,115,86,14,6,1,6,13,43,90,14,40,15,23,11.56963204,8.65207266,1.40847694,0.60363298,0.1006055,0.60363298,1.30787145,OBSERVED_NOT_CAUSAL
Tristan Thompson,BOS,2021-03-24,2021-03-14,36,48650,286,302,36,13,13,35,75,119,223,0,3,48,80,12.69804728,13.40842754,1.5983556,0.57718397,0.57718397,1.55395683,3.3299075,OBSERVED_NOT_CAUSAL
Troy Brown Jr.,WAS,2021-03-24,2021-03-23,21,17207,90,61,19,3,4,16,29,33,89,14,46,10,15,11.29772767,7.65734875,2.38507584,0.37659092,0.50212123,2.00848492,3.64037892,OBSERVED_NOT_CAUSAL
Ty-Shon Alexander,PHX,2021-03-24,2021-03-23,4,583,0,1,1,0,0,0,1,0,4,0,2,0,0,0.0,3.70497427,3.70497427,0.0,0.0,0.0,3.70497427,LIMITED_UNDER_120_MIN
Tyler Cook,BKN;DET,2021-03-24,2021-03-24,7,2583,9,11,2,0,0,2,4,4,8,0,0,1,2,7.5261324,9.19860627,1.67247387,0.0,0.0,1.67247387,3.34494774,LIMITED_UNDER_120_MIN
Tyler Herro,MIA,2021-03-24,2021-03-23,33,62856,498,179,113,22,13,74,47,186,449,58,186,68,83,17.11340206,6.15120275,3.88316151,0.75601375,0.4467354,2.54295533,1.61512027,OBSERVED_NOT_CAUSAL
Tyler Johnson,BKN,2021-03-24,2021-03-24,26,24654,138,47,23,9,0,8,24,46,115,30,79,16,19,12.09053298,4.11779022,2.01508883,0.78851302,0.0,0.70090046,2.10270139,OBSERVED_NOT_CAUSAL
Tyrell Terry,DAL,2021-03-24,2021-01-29,11,3378,11,6,6,5,0,2,2,5,16,0,7,1,3,7.03374778,3.8365897,3.8365897,3.19715808,0.0,1.27886323,1.27886323,LIMITED_UNDER_120_MIN
Tyrese Maxey,PHI,2021-03-24,2021-03-23,38,34756,286,66,62,15,6,25,46,123,267,17,59,23,27,17.77419726,4.10173783,3.85314766,0.93221314,0.37288526,1.55368857,2.85878697,OBSERVED_NOT_CAUSAL
Tyus Jones,MEM,2021-03-24,2021-03-24,41,49398,304,89,172,47,4,33,20,126,289,28,96,24,27,13.29284586,3.89165553,7.52095227,2.05514393,0.17490587,1.4429734,0.87452933,OBSERVED_NOT_CAUSAL
Udonis Haslem,,2021-03-24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,NO_PREDEADLINE_SAMPLE
Vernon Carey Jr.,CHA,2021-03-24,2021-03-24,7,1487,5,9,1,0,1,1,0,2,4,0,1,1,2,7.26294553,13.07330195,1.45258911,0.0,1.45258911,1.45258911,0.0,LIMITED_UNDER_120_MIN
Wayne Ellington,DET,2021-03-24,2021-03-24,31,43204,333,56,45,13,6,23,46,114,249,85,197,20,27,16.64845848,2.79974076,2.24979169,0.64993982,0.29997222,1.14989353,2.29978706,OBSERVED_NOT_CAUSAL
Wendell Carter Jr.,CHI,2021-03-24,2021-03-24,32,47509,348,250,69,18,24,49,96,129,252,8,22,82,111,15.82184428,11.36626744,3.13708981,0.81837126,1.09116167,2.22778842,4.3646467,OBSERVED_NOT_CAUSAL
Xavier Tillman,MEM,2021-03-24,2021-03-19,32,36722,210,136,48,28,18,27,72,90,172,10,36,20,27,12.35226839,7.99956429,2.82337563,1.64696912,1.05876586,1.58814879,4.23506345,OBSERVED_NOT_CAUSAL
Yuta Watanabe,TOR,2021-03-24,2021-03-24,27,18391,64,81,13,10,14,8,25,21,67,13,35,9,10,7.51672013,9.51334892,1.52683378,1.17448752,1.64428253,0.93959002,2.9362188,OBSERVED_NOT_CAUSAL
Zach LaVine,CHI,2021-03-24,2021-03-24,43,91050,1208,217,210,39,20,163,107,432,831,152,348,192,221,28.65766063,5.14794069,4.98187809,0.92520593,0.47446458,3.86688633,2.5383855,OBSERVED_NOT_CAUSAL
Zeke Nnaji,DEN,2021-03-24,2021-03-24,29,18903,109,50,5,4,3,7,22,41,80,17,44,10,13,12.45516585,5.71337883,0.57133788,0.45707031,0.34280273,0.79987304,2.51388668,OBSERVED_NOT_CAUSAL
