event_id,game_id,date,matchup,actual_wl,actual_margin,scenario,protagonist_rating,protagonist_minutes,b2b_second_night,fatigue_penalty,real_player_impact_points,total_impact_points,alt_margin,alt_wl,flip
CHI_2019_20_G046,0021900661,2020-01-22,CHI vs. MIN,W,7,HIGH,-1,22,0,0.5,0.383303,-0.07503,6.92497,W,0
CHI_2019_20_G047,0021900674,2020-01-24,CHI vs. SAC,L,-17,HIGH,-1,22,0,0.5,0.012779,-0.445554,-17.445554,L,0
CHI_2019_20_G048,0021900682,2020-01-25,CHI @ CLE,W,12,HIGH,-1,21,1,0.5,0.149278,-0.506972,11.493028,W,0
CHI_2019_20_G049,0021900695,2020-01-27,CHI vs. SAS,W,1,HIGH,-1,22,0,0.5,0.384133,-0.074201,0.925799,W,0
CHI_2019_20_G050,0021900708,2020-01-29,CHI @ IND,L,-9,HIGH,-1,23,0,0.5,0.283278,-0.195889,-9.195889,L,0
CHI_2019_20_G051,0021900721,2020-01-31,CHI @ BKN,L,-15,HIGH,-1,22,0,0.5,-0.075389,-0.533722,-15.533722,L,0
CHI_2019_20_G052,0021900740,2020-02-02,CHI @ TOR,L,-27,HIGH,-1,30,0,0.5,0.193198,-0.431802,-27.431802,L,0
CHI_2019_20_G053,0021900765,2020-02-06,CHI vs. NOP,L,-6,HIGH,-1,31,0,0.5,0.081189,-0.564645,-6.564645,L,0
CHI_2019_20_G054,0021900788,2020-02-09,CHI @ PHI,L,-7,HIGH,-1,31,0,0.5,0.499224,-0.146609,-7.146609,L,0
CHI_2019_20_G055,0021900803,2020-02-11,CHI @ WAS,L,-12,HIGH,-1,30,0,0.5,0.074785,-0.550215,-12.550215,L,0
CHI_2019_20_G056,0021900823,2020-02-20,CHI vs. CHA,L,-10,HIGH,-1,20,0,0.5,-0.413546,-0.830213,-10.830213,L,0
CHI_2019_20_G057,0021900839,2020-02-22,CHI vs. PHX,L,-8,HIGH,-1,20,0,0.5,-0.64783,-1.064496,-9.064496,L,0
CHI_2019_20_G058,0021900845,2020-02-23,CHI vs. WAS,W,9,HIGH,-1,20,1,0.5,-0.566707,-1.191707,7.808293,W,0
CHI_2019_20_G059,0021900859,2020-02-25,CHI vs. OKC,L,-2,HIGH,-1,20,0,0.5,-0.531414,-0.94808,-2.94808,L,0
CHI_2019_20_G060,0021900887,2020-02-29,CHI @ NYK,L,-10,HIGH,-1,27,0,0.5,-0.335238,-0.897738,-10.897738,L,0
CHI_2019_20_G061,0021900907,2020-03-02,CHI vs. DAL,W,2,HIGH,-1,27,0,0.5,-0.526591,-1.089091,0.910909,W,0
CHI_2019_20_G062,0021900922,2020-03-04,CHI @ MIN,L,-7,HIGH,-1,27,0,0.5,-0.305348,-0.867848,-7.867848,L,0
CHI_2019_20_G063,0021900934,2020-03-06,CHI vs. IND,L,-6,HIGH,-1,27,0,0.5,-0.317206,-0.879706,-6.879706,L,0
CHI_2019_20_G064,0021900946,2020-03-08,CHI @ BKN,L,-3,HIGH,-1,20,0,0.5,-0.493853,-0.91052,-3.91052,L,0
CHI_2019_20_G065,0021900962,2020-03-10,CHI vs. CLE,W,5,HIGH,-1,21,0,0.5,-0.466924,-0.904424,4.095576,W,0
CHI_2019_20_G001,0021900003,2019-10-23,CHI @ CHA,L,-1,LOW,-2.7,16,0,1,0.280373,-0.619627,-1.619627,L,0
CHI_2019_20_G002,0021900020,2019-10-25,CHI @ MEM,W,8,LOW,-2.7,17,0,1,0.082658,-0.873592,7.126408,W,0
CHI_2019_20_G003,0021900031,2019-10-26,CHI vs. TOR,L,-24,LOW,-2.7,17,1,1,-0.495947,-1.806364,-25.806364,L,0
CHI_2019_20_G004,0021900042,2019-10-28,CHI @ NYK,L,-7,LOW,-2.7,17,0,1,0.166637,-0.789613,-7.789613,L,0
CHI_2019_20_G005,0021900055,2019-10-30,CHI @ CLE,L,-6,LOW,-2.7,17,0,1,0.166637,-0.789613,-6.789613,L,0
CHI_2019_20_G006,0021900073,2019-11-01,CHI vs. DET,W,6,LOW,-2.7,17,0,1,0.166637,-0.789613,5.210387,W,0
CHI_2019_20_G007,0021900085,2019-11-03,CHI @ IND,L,-13,LOW,-2.7,17,0,1,0.111619,-0.844631,-13.844631,L,0
CHI_2019_20_G008,0021900100,2019-11-05,CHI vs. LAL,L,-6,LOW,-2.7,19,0,1,0.289841,-0.778909,-6.778909,L,0
CHI_2019_20_G009,0021900105,2019-11-06,CHI @ ATL,W,20,LOW,-2.7,19,1,1,0.322707,-1.141877,18.858123,W,0
CHI_2019_20_G010,0021900129,2019-11-09,CHI vs. HOU,L,-23,LOW,-2.7,27,0,1,0.554006,-0.964744,-23.964744,L,0
CHI_2019_20_G011,0021900149,2019-11-12,CHI vs. NYK,W,18,LOW,-2.7,27,0,1,0.300054,-1.218696,16.781304,W,0
CHI_2019_20_G012,0021900163,2019-11-14,CHI @ MIL,L,-9,LOW,-2.7,27,0,1,0.522645,-0.996105,-9.996105,L,0
CHI_2019_20_G013,0021900175,2019-11-16,CHI vs. BKN,L,-6,LOW,-2.7,27,0,1,0.552142,-0.966608,-6.966608,L,0
CHI_2019_20_G014,0021900192,2019-11-18,CHI vs. MIL,L,-14,LOW,-2.7,27,0,1,0.351886,-1.166864,-15.166864,L,0
CHI_2019_20_G015,0021900209,2019-11-20,CHI vs. DET,W,20,LOW,-2.7,24,0,1,-0.305828,-1.655828,18.344172,W,0
CHI_2019_20_G016,0021900219,2019-11-22,CHI vs. MIA,L,-8,LOW,-2.7,24,0,1,-0.237227,-1.587227,-9.587227,L,0
CHI_2019_20_G017,0021900226,2019-11-23,CHI @ CHA,W,1,LOW,-2.7,25,1,1,-0.278899,-2.205982,-1.205982,L,1
CHI_2019_20_G018,0021900247,2019-11-25,CHI vs. POR,L,-23,LOW,-2.7,26,0,1,-0.412096,-1.874596,-24.874596,L,0
CHI_2019_20_G019,0021900266,2019-11-27,CHI @ GSW,L,-14,LOW,-2.7,25,0,1,0.024825,-1.381425,-15.381425,L,0
CHI_2019_20_G020,0021900278,2019-11-29,CHI @ POR,L,-4,LOW,-2.7,18,0,1,-0.125799,-1.138299,-5.138299,L,0
CHI_2019_20_G021,0021900298,2019-12-02,CHI @ SAC,W,7,LOW,-2.7,18,0,1,-0.082414,-1.094914,5.905086,W,0
CHI_2019_20_G022,0021900311,2019-12-04,CHI vs. MEM,W,7,LOW,-2.7,18,0,1,-0.20162,-1.21412,5.78588,W,0
CHI_2019_20_G023,0021900325,2019-12-06,CHI vs. GSW,L,-2,LOW,-2.7,18,0,1,-0.290381,-1.302881,-3.302881,L,0
CHI_2019_20_G024,0021900337,2019-12-08,CHI @ MIA,L,-5,LOW,-2.7,18,0,1,-0.344064,-1.356564,-6.356564,L,0
CHI_2019_20_G025,0021900345,2019-12-09,CHI vs. TOR,L,-1,LOW,-2.7,18,1,1,-0.042713,-1.430213,-2.430213,L,0
CHI_2019_20_G026,0021900361,2019-12-11,CHI vs. ATL,W,34,LOW,-2.7,18,0,1,-0.327327,-1.339827,32.660173,W,0
CHI_2019_20_G027,0021900375,2019-12-13,CHI vs. CHA,L,-10,LOW,-2.7,18,0,1,0.1014,-0.9111,-10.9111,L,0
CHI_2019_20_G028,0021900382,2019-12-14,CHI vs. LAC,W,3,LOW,-2.7,18,1,1,-0.159942,-1.547442,1.452558,W,0
CHI_2019_20_G029,0021900399,2019-12-16,CHI @ OKC,L,-3,LOW,-2.7,18,0,1,0.1014,-0.9111,-3.9111,L,0
CHI_2019_20_G030,0021900409,2019-12-18,CHI @ WAS,W,1,LOW,-2.7,18,0,1,0.026028,-0.986472,0.013528,W,0
CHI_2019_20_G031,0021900432,2019-12-21,CHI @ DET,W,12,LOW,-2.7,18,0,1,-0.05752,-1.07002,10.92998,W,0
CHI_2019_20_G032,0021900448,2019-12-23,CHI @ ORL,L,-8,LOW,-2.7,18,0,1,0.105042,-0.907458,-8.907458,L,0
CHI_2019_20_G033,0021900477,2019-12-28,CHI vs. ATL,W,35,LOW,-2.7,19,0,1,-0.130079,-1.198829,33.801171,W,0
CHI_2019_20_G034,0021900493,2019-12-30,CHI vs. MIL,L,-21,LOW,-2.7,19,0,1,-0.197928,-1.266678,-22.266678,L,0
CHI_2019_20_G035,0021900511,2020-01-02,CHI vs. UTA,L,-4,LOW,-2.7,19,0,1,-0.114509,-1.183259,-5.183259,L,0
CHI_2019_20_G036,0021900529,2020-01-04,CHI vs. BOS,L,-7,LOW,-2.7,19,0,1,0.304924,-0.763826,-7.763826,L,0
CHI_2019_20_G037,0021900545,2020-01-06,CHI @ DAL,L,-8,LOW,-2.7,19,0,1,0.010296,-1.058454,-9.058454,L,0
CHI_2019_20_G038,0021900560,2020-01-08,CHI @ NOP,L,-15,LOW,-2.7,20,0,1,0.111334,-1.013666,-16.013666,L,0
CHI_2019_20_G039,0021900570,2020-01-10,CHI vs. IND,L,-11,LOW,-2.7,20,0,1,0.473266,-0.651734,-11.651734,L,0
CHI_2019_20_G040,0021900579,2020-01-11,CHI @ DET,W,9,LOW,-2.7,20,1,1,0.159523,-1.382144,7.617856,W,0
CHI_2019_20_G041,0021900593,2020-01-13,CHI @ BOS,L,-12,LOW,-2.7,21,0,1,0.219477,-0.961773,-12.961773,L,0
CHI_2019_20_G042,0021900607,2020-01-15,CHI vs. WAS,W,9,LOW,-2.7,21,0,1,0.084525,-1.096725,7.903275,W,0
CHI_2019_20_G043,0021900620,2020-01-17,CHI @ PHI,L,-11,LOW,-2.7,22,0,1,0.375698,-0.861802,-11.861802,L,0
CHI_2019_20_G044,0021900631,2020-01-18,CHI vs. CLE,W,2,LOW,-2.7,22,1,1,-0.006392,-1.702225,0.297775,W,0
CHI_2019_20_G045,0021900647,2020-01-20,CHI @ MIL,L,-13,LOW,-2.7,22,0,1,0.218835,-1.018665,-14.018665,L,0
CHI_2019_20_G046,0021900661,2020-01-22,CHI vs. MIN,W,7,LOW,-2.7,22,0,1,0.383303,-0.854197,6.145803,W,0
CHI_2019_20_G047,0021900674,2020-01-24,CHI vs. SAC,L,-17,LOW,-2.7,22,0,1,0.012779,-1.224721,-18.224721,L,0
CHI_2019_20_G048,0021900682,2020-01-25,CHI @ CLE,W,12,LOW,-2.7,21,1,1,0.149278,-1.469472,10.530528,W,0
CHI_2019_20_G049,0021900695,2020-01-27,CHI vs. SAS,W,1,LOW,-2.7,22,0,1,0.384133,-0.853367,0.146633,W,0
CHI_2019_20_G050,0021900708,2020-01-29,CHI @ IND,L,-9,LOW,-2.7,23,0,1,0.283278,-1.010472,-10.010472,L,0
CHI_2019_20_G051,0021900721,2020-01-31,CHI @ BKN,L,-15,LOW,-2.7,22,0,1,-0.075389,-1.312889,-16.312889,L,0
CHI_2019_20_G052,0021900740,2020-02-02,CHI @ TOR,L,-27,LOW,-2.7,30,0,1,0.193198,-1.494302,-28.494302,L,0
CHI_2019_20_G053,0021900765,2020-02-06,CHI vs. NOP,L,-6,LOW,-2.7,31,0,1,0.081189,-1.662561,-7.662561,L,0
CHI_2019_20_G054,0021900788,2020-02-09,CHI @ PHI,L,-7,LOW,-2.7,31,0,1,0.499224,-1.244526,-8.244526,L,0
CHI_2019_20_G055,0021900803,2020-02-11,CHI @ WAS,L,-12,LOW,-2.7,30,0,1,0.074785,-1.612715,-13.612715,L,0
CHI_2019_20_G056,0021900823,2020-02-20,CHI vs. CHA,L,-10,LOW,-2.7,20,0,1,-0.413546,-1.538546,-11.538546,L,0
CHI_2019_20_G057,0021900839,2020-02-22,CHI vs. PHX,L,-8,LOW,-2.7,20,0,1,-0.64783,-1.77283,-9.77283,L,0
CHI_2019_20_G058,0021900845,2020-02-23,CHI vs. WAS,W,9,LOW,-2.7,20,1,1,-0.566707,-2.108374,6.891626,W,0
CHI_2019_20_G059,0021900859,2020-02-25,CHI vs. OKC,L,-2,LOW,-2.7,20,0,1,-0.531414,-1.656414,-3.656414,L,0
CHI_2019_20_G060,0021900887,2020-02-29,CHI @ NYK,L,-10,LOW,-2.7,27,0,1,-0.335238,-1.853988,-11.853988,L,0
CHI_2019_20_G061,0021900907,2020-03-02,CHI vs. DAL,W,2,LOW,-2.7,27,0,1,-0.526591,-2.045341,-0.045341,L,1
CHI_2019_20_G062,0021900922,2020-03-04,CHI @ MIN,L,-7,LOW,-2.7,27,0,1,-0.305348,-1.824098,-8.824098,L,0
CHI_2019_20_G063,0021900934,2020-03-06,CHI vs. IND,L,-6,LOW,-2.7,27,0,1,-0.317206,-1.835956,-7.835956,L,0
CHI_2019_20_G064,0021900946,2020-03-08,CHI @ BKN,L,-3,LOW,-2.7,20,0,1,-0.493853,-1.618853,-4.618853,L,0
CHI_2019_20_G065,0021900962,2020-03-10,CHI vs. CLE,W,5,LOW,-2.7,21,0,1,-0.466924,-1.648174,3.351826,W,0
CHI_2019_20_G001,0021900003,2019-10-23,CHI @ CHA,L,-1,BASE,-1.8,16,0,1,0.280373,-0.319627,-1.319627,L,0
CHI_2019_20_G002,0021900020,2019-10-25,CHI @ MEM,W,8,BASE,-1.8,17,0,1,0.082658,-0.554842,7.445158,W,0
CHI_2019_20_G003,0021900031,2019-10-26,CHI vs. TOR,L,-24,BASE,-1.8,17,1,1,-0.495947,-1.487614,-25.487614,L,0
CHI_2019_20_G004,0021900042,2019-10-28,CHI @ NYK,L,-7,BASE,-1.8,17,0,1,0.166637,-0.470863,-7.470863,L,0
CHI_2019_20_G005,0021900055,2019-10-30,CHI @ CLE,L,-6,BASE,-1.8,17,0,1,0.166637,-0.470863,-6.470863,L,0
CHI_2019_20_G006,0021900073,2019-11-01,CHI vs. DET,W,6,BASE,-1.8,17,0,1,0.166637,-0.470863,5.529137,W,0
CHI_2019_20_G007,0021900085,2019-11-03,CHI @ IND,L,-13,BASE,-1.8,17,0,1,0.111619,-0.525881,-13.525881,L,0
CHI_2019_20_G008,0021900100,2019-11-05,CHI vs. LAL,L,-6,BASE,-1.8,19,0,1,0.289841,-0.422659,-6.422659,L,0
CHI_2019_20_G009,0021900105,2019-11-06,CHI @ ATL,W,20,BASE,-1.8,19,1,1,0.322707,-0.785627,19.214373,W,0
CHI_2019_20_G010,0021900129,2019-11-09,CHI vs. HOU,L,-23,BASE,-1.8,27,0,1,0.554006,-0.458494,-23.458494,L,0
CHI_2019_20_G011,0021900149,2019-11-12,CHI vs. NYK,W,18,BASE,-1.8,27,0,1,0.300054,-0.712446,17.287554,W,0
CHI_2019_20_G012,0021900163,2019-11-14,CHI @ MIL,L,-9,BASE,-1.8,27,0,1,0.522645,-0.489855,-9.489855,L,0
CHI_2019_20_G013,0021900175,2019-11-16,CHI vs. BKN,L,-6,BASE,-1.8,27,0,1,0.552142,-0.460358,-6.460358,L,0
CHI_2019_20_G014,0021900192,2019-11-18,CHI vs. MIL,L,-14,BASE,-1.8,27,0,1,0.351886,-0.660614,-14.660614,L,0
CHI_2019_20_G015,0021900209,2019-11-20,CHI vs. DET,W,20,BASE,-1.8,24,0,1,-0.305828,-1.205828,18.794172,W,0
CHI_2019_20_G016,0021900219,2019-11-22,CHI vs. MIA,L,-8,BASE,-1.8,24,0,1,-0.237227,-1.137227,-9.137227,L,0
CHI_2019_20_G017,0021900226,2019-11-23,CHI @ CHA,W,1,BASE,-1.8,25,1,1,-0.278899,-1.737232,-0.737232,L,1
CHI_2019_20_G018,0021900247,2019-11-25,CHI vs. POR,L,-23,BASE,-1.8,26,0,1,-0.412096,-1.387096,-24.387096,L,0
CHI_2019_20_G019,0021900266,2019-11-27,CHI @ GSW,L,-14,BASE,-1.8,25,0,1,0.024825,-0.912675,-14.912675,L,0
CHI_2019_20_G020,0021900278,2019-11-29,CHI @ POR,L,-4,BASE,-1.8,18,0,1,-0.125799,-0.800799,-4.800799,L,0
CHI_2019_20_G021,0021900298,2019-12-02,CHI @ SAC,W,7,BASE,-1.8,18,0,1,-0.082414,-0.757414,6.242586,W,0
CHI_2019_20_G022,0021900311,2019-12-04,CHI vs. MEM,W,7,BASE,-1.8,18,0,1,-0.20162,-0.87662,6.12338,W,0
CHI_2019_20_G023,0021900325,2019-12-06,CHI vs. GSW,L,-2,BASE,-1.8,18,0,1,-0.290381,-0.965381,-2.965381,L,0
CHI_2019_20_G024,0021900337,2019-12-08,CHI @ MIA,L,-5,BASE,-1.8,18,0,1,-0.344064,-1.019064,-6.019064,L,0
CHI_2019_20_G025,0021900345,2019-12-09,CHI vs. TOR,L,-1,BASE,-1.8,18,1,1,-0.042713,-1.092713,-2.092713,L,0
CHI_2019_20_G026,0021900361,2019-12-11,CHI vs. ATL,W,34,BASE,-1.8,18,0,1,-0.327327,-1.002327,32.997673,W,0
CHI_2019_20_G027,0021900375,2019-12-13,CHI vs. CHA,L,-10,BASE,-1.8,18,0,1,0.1014,-0.5736,-10.5736,L,0
CHI_2019_20_G028,0021900382,2019-12-14,CHI vs. LAC,W,3,BASE,-1.8,18,1,1,-0.159942,-1.209942,1.790058,W,0
CHI_2019_20_G029,0021900399,2019-12-16,CHI @ OKC,L,-3,BASE,-1.8,18,0,1,0.1014,-0.5736,-3.5736,L,0
CHI_2019_20_G030,0021900409,2019-12-18,CHI @ WAS,W,1,BASE,-1.8,18,0,1,0.026028,-0.648972,0.351028,W,0
CHI_2019_20_G031,0021900432,2019-12-21,CHI @ DET,W,12,BASE,-1.8,18,0,1,-0.05752,-0.73252,11.26748,W,0
CHI_2019_20_G032,0021900448,2019-12-23,CHI @ ORL,L,-8,BASE,-1.8,18,0,1,0.105042,-0.569958,-8.569958,L,0
CHI_2019_20_G033,0021900477,2019-12-28,CHI vs. ATL,W,35,BASE,-1.8,19,0,1,-0.130079,-0.842579,34.157421,W,0
CHI_2019_20_G034,0021900493,2019-12-30,CHI vs. MIL,L,-21,BASE,-1.8,19,0,1,-0.197928,-0.910428,-21.910428,L,0
CHI_2019_20_G035,0021900511,2020-01-02,CHI vs. UTA,L,-4,BASE,-1.8,19,0,1,-0.114509,-0.827009,-4.827009,L,0
CHI_2019_20_G036,0021900529,2020-01-04,CHI vs. BOS,L,-7,BASE,-1.8,19,0,1,0.304924,-0.407576,-7.407576,L,0
CHI_2019_20_G037,0021900545,2020-01-06,CHI @ DAL,L,-8,BASE,-1.8,19,0,1,0.010296,-0.702204,-8.702204,L,0
CHI_2019_20_G038,0021900560,2020-01-08,CHI @ NOP,L,-15,BASE,-1.8,20,0,1,0.111334,-0.638666,-15.638666,L,0
CHI_2019_20_G039,0021900570,2020-01-10,CHI vs. IND,L,-11,BASE,-1.8,20,0,1,0.473266,-0.276734,-11.276734,L,0
CHI_2019_20_G040,0021900579,2020-01-11,CHI @ DET,W,9,BASE,-1.8,20,1,1,0.159523,-1.007144,7.992856,W,0
CHI_2019_20_G041,0021900593,2020-01-13,CHI @ BOS,L,-12,BASE,-1.8,21,0,1,0.219477,-0.568023,-12.568023,L,0
CHI_2019_20_G042,0021900607,2020-01-15,CHI vs. WAS,W,9,BASE,-1.8,21,0,1,0.084525,-0.702975,8.297025,W,0
CHI_2019_20_G043,0021900620,2020-01-17,CHI @ PHI,L,-11,BASE,-1.8,22,0,1,0.375698,-0.449302,-11.449302,L,0
CHI_2019_20_G044,0021900631,2020-01-18,CHI vs. CLE,W,2,BASE,-1.8,22,1,1,-0.006392,-1.289725,0.710275,W,0
CHI_2019_20_G045,0021900647,2020-01-20,CHI @ MIL,L,-13,BASE,-1.8,22,0,1,0.218835,-0.606165,-13.606165,L,0
CHI_2019_20_G046,0021900661,2020-01-22,CHI vs. MIN,W,7,BASE,-1.8,22,0,1,0.383303,-0.441697,6.558303,W,0
CHI_2019_20_G047,0021900674,2020-01-24,CHI vs. SAC,L,-17,BASE,-1.8,22,0,1,0.012779,-0.812221,-17.812221,L,0
CHI_2019_20_G048,0021900682,2020-01-25,CHI @ CLE,W,12,BASE,-1.8,21,1,1,0.149278,-1.075722,10.924278,W,0
CHI_2019_20_G049,0021900695,2020-01-27,CHI vs. SAS,W,1,BASE,-1.8,22,0,1,0.384133,-0.440867,0.559133,W,0
CHI_2019_20_G050,0021900708,2020-01-29,CHI @ IND,L,-9,BASE,-1.8,23,0,1,0.283278,-0.579222,-9.579222,L,0
CHI_2019_20_G051,0021900721,2020-01-31,CHI @ BKN,L,-15,BASE,-1.8,22,0,1,-0.075389,-0.900389,-15.900389,L,0
CHI_2019_20_G052,0021900740,2020-02-02,CHI @ TOR,L,-27,BASE,-1.8,30,0,1,0.193198,-0.931802,-27.931802,L,0
CHI_2019_20_G053,0021900765,2020-02-06,CHI vs. NOP,L,-6,BASE,-1.8,31,0,1,0.081189,-1.081311,-7.081311,L,0
CHI_2019_20_G054,0021900788,2020-02-09,CHI @ PHI,L,-7,BASE,-1.8,31,0,1,0.499224,-0.663276,-7.663276,L,0
CHI_2019_20_G055,0021900803,2020-02-11,CHI @ WAS,L,-12,BASE,-1.8,30,0,1,0.074785,-1.050215,-13.050215,L,0
CHI_2019_20_G056,0021900823,2020-02-20,CHI vs. CHA,L,-10,BASE,-1.8,20,0,1,-0.413546,-1.163546,-11.163546,L,0
CHI_2019_20_G057,0021900839,2020-02-22,CHI vs. PHX,L,-8,BASE,-1.8,20,0,1,-0.64783,-1.39783,-9.39783,L,0
CHI_2019_20_G058,0021900845,2020-02-23,CHI vs. WAS,W,9,BASE,-1.8,20,1,1,-0.566707,-1.733374,7.266626,W,0
CHI_2019_20_G059,0021900859,2020-02-25,CHI vs. OKC,L,-2,BASE,-1.8,20,0,1,-0.531414,-1.281414,-3.281414,L,0
CHI_2019_20_G060,0021900887,2020-02-29,CHI @ NYK,L,-10,BASE,-1.8,27,0,1,-0.335238,-1.347738,-11.347738,L,0
CHI_2019_20_G061,0021900907,2020-03-02,CHI vs. DAL,W,2,BASE,-1.8,27,0,1,-0.526591,-1.539091,0.460909,W,0
CHI_2019_20_G062,0021900922,2020-03-04,CHI @ MIN,L,-7,BASE,-1.8,27,0,1,-0.305348,-1.317848,-8.317848,L,0
CHI_2019_20_G063,0021900934,2020-03-06,CHI vs. IND,L,-6,BASE,-1.8,27,0,1,-0.317206,-1.329706,-7.329706,L,0
CHI_2019_20_G064,0021900946,2020-03-08,CHI @ BKN,L,-3,BASE,-1.8,20,0,1,-0.493853,-1.243853,-4.243853,L,0
CHI_2019_20_G065,0021900962,2020-03-10,CHI vs. CLE,W,5,BASE,-1.8,21,0,1,-0.466924,-1.254424,3.745576,W,0
CHI_2019_20_G001,0021900003,2019-10-23,CHI @ CHA,L,-1,HIGH,-1,16,0,1,0.280373,-0.05296,-1.05296,L,0
CHI_2019_20_G002,0021900020,2019-10-25,CHI @ MEM,W,8,HIGH,-1,17,0,1,0.082658,-0.271508,7.728492,W,0
CHI_2019_20_G003,0021900031,2019-10-26,CHI vs. TOR,L,-24,HIGH,-1,17,1,1,-0.495947,-1.204281,-25.204281,L,0
CHI_2019_20_G004,0021900042,2019-10-28,CHI @ NYK,L,-7,HIGH,-1,17,0,1,0.166637,-0.18753,-7.18753,L,0
CHI_2019_20_G005,0021900055,2019-10-30,CHI @ CLE,L,-6,HIGH,-1,17,0,1,0.166637,-0.18753,-6.18753,L,0
CHI_2019_20_G006,0021900073,2019-11-01,CHI vs. DET,W,6,HIGH,-1,17,0,1,0.166637,-0.18753,5.81247,W,0
CHI_2019_20_G007,0021900085,2019-11-03,CHI @ IND,L,-13,HIGH,-1,17,0,1,0.111619,-0.242548,-13.242548,L,0
CHI_2019_20_G008,0021900100,2019-11-05,CHI vs. LAL,L,-6,HIGH,-1,19,0,1,0.289841,-0.105992,-6.105992,L,0
CHI_2019_20_G009,0021900105,2019-11-06,CHI @ ATL,W,20,HIGH,-1,19,1,1,0.322707,-0.46896,19.53104,W,0
CHI_2019_20_G010,0021900129,2019-11-09,CHI vs. HOU,L,-23,HIGH,-1,27,0,1,0.554006,-0.008494,-23.008494,L,0
CHI_2019_20_G011,0021900149,2019-11-12,CHI vs. NYK,W,18,HIGH,-1,27,0,1,0.300054,-0.262446,17.737554,W,0
CHI_2019_20_G012,0021900163,2019-11-14,CHI @ MIL,L,-9,HIGH,-1,27,0,1,0.522645,-0.039855,-9.039855,L,0
CHI_2019_20_G013,0021900175,2019-11-16,CHI vs. BKN,L,-6,HIGH,-1,27,0,1,0.552142,-0.010358,-6.010358,L,0
CHI_2019_20_G014,0021900192,2019-11-18,CHI vs. MIL,L,-14,HIGH,-1,27,0,1,0.351886,-0.210614,-14.210614,L,0
CHI_2019_20_G015,0021900209,2019-11-20,CHI vs. DET,W,20,HIGH,-1,24,0,1,-0.305828,-0.805828,19.194172,W,0
CHI_2019_20_G016,0021900219,2019-11-22,CHI vs. MIA,L,-8,HIGH,-1,24,0,1,-0.237227,-0.737227,-8.737227,L,0
CHI_2019_20_G017,0021900226,2019-11-23,CHI @ CHA,W,1,HIGH,-1,25,1,1,-0.278899,-1.320566,-0.320566,L,1
CHI_2019_20_G018,0021900247,2019-11-25,CHI vs. POR,L,-23,HIGH,-1,26,0,1,-0.412096,-0.953762,-23.953762,L,0
CHI_2019_20_G019,0021900266,2019-11-27,CHI @ GSW,L,-14,HIGH,-1,25,0,1,0.024825,-0.496009,-14.496009,L,0
CHI_2019_20_G020,0021900278,2019-11-29,CHI @ POR,L,-4,HIGH,-1,18,0,1,-0.125799,-0.500799,-4.500799,L,0
CHI_2019_20_G021,0021900298,2019-12-02,CHI @ SAC,W,7,HIGH,-1,18,0,1,-0.082414,-0.457414,6.542586,W,0
CHI_2019_20_G022,0021900311,2019-12-04,CHI vs. MEM,W,7,HIGH,-1,18,0,1,-0.20162,-0.57662,6.42338,W,0
CHI_2019_20_G023,0021900325,2019-12-06,CHI vs. GSW,L,-2,HIGH,-1,18,0,1,-0.290381,-0.665381,-2.665381,L,0
CHI_2019_20_G024,0021900337,2019-12-08,CHI @ MIA,L,-5,HIGH,-1,18,0,1,-0.344064,-0.719064,-5.719064,L,0
CHI_2019_20_G025,0021900345,2019-12-09,CHI vs. TOR,L,-1,HIGH,-1,18,1,1,-0.042713,-0.792713,-1.792713,L,0
CHI_2019_20_G026,0021900361,2019-12-11,CHI vs. ATL,W,34,HIGH,-1,18,0,1,-0.327327,-0.702327,33.297673,W,0
CHI_2019_20_G027,0021900375,2019-12-13,CHI vs. CHA,L,-10,HIGH,-1,18,0,1,0.1014,-0.2736,-10.2736,L,0
CHI_2019_20_G028,0021900382,2019-12-14,CHI vs. LAC,W,3,HIGH,-1,18,1,1,-0.159942,-0.909942,2.090058,W,0
CHI_2019_20_G029,0021900399,2019-12-16,CHI @ OKC,L,-3,HIGH,-1,18,0,1,0.1014,-0.2736,-3.2736,L,0
CHI_2019_20_G030,0021900409,2019-12-18,CHI @ WAS,W,1,HIGH,-1,18,0,1,0.026028,-0.348972,0.651028,W,0
CHI_2019_20_G031,0021900432,2019-12-21,CHI @ DET,W,12,HIGH,-1,18,0,1,-0.05752,-0.43252,11.56748,W,0
CHI_2019_20_G032,0021900448,2019-12-23,CHI @ ORL,L,-8,HIGH,-1,18,0,1,0.105042,-0.269958,-8.269958,L,0
CHI_2019_20_G033,0021900477,2019-12-28,CHI vs. ATL,W,35,HIGH,-1,19,0,1,-0.130079,-0.525913,34.474087,W,0
CHI_2019_20_G034,0021900493,2019-12-30,CHI vs. MIL,L,-21,HIGH,-1,19,0,1,-0.197928,-0.593762,-21.593762,L,0
CHI_2019_20_G035,0021900511,2020-01-02,CHI vs. UTA,L,-4,HIGH,-1,19,0,1,-0.114509,-0.510342,-4.510342,L,0
CHI_2019_20_G036,0021900529,2020-01-04,CHI vs. BOS,L,-7,HIGH,-1,19,0,1,0.304924,-0.090909,-7.090909,L,0
CHI_2019_20_G037,0021900545,2020-01-06,CHI @ DAL,L,-8,HIGH,-1,19,0,1,0.010296,-0.385537,-8.385537,L,0
