id,date,home,away,winner,margin,contact_status,direct_reasons,dependency_reasons,impact_status,selected,changes_CHI_rank_in_one_flip_screen,review_priority
2021-02-02_GSW_BOS,2021-02-02,GSW,BOS,BOS,4,TRANSACTION_DEPENDENCY,,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-02_UTA_DET,2021-02-02,UTA,DET,UTA,12,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-03_MIL_IND,2021-02-03,MIL,IND,MIL,20,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-03_CHA_PHI,2021-02-03,CHA,PHI,PHI,7,DIRECT_ROSTER_CONTACT,CHA: 2020 Edwards/Terry/center cascade,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-02-03_ATL_DAL,2021-02-03,ATL,DAL,DAL,6,DIRECT_ROSTER_CONTACT,DAL: 2020 Hampton replaces Terry,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-03_MIA_WAS,2021-02-03,MIA,WAS,WAS,3,DIRECT_ROSTER_CONTACT,WAS: Trent replaces Bonga; Brown retained after deadline,,NOT_CALCULATED,False,True,P1_BOUNDARY
2021-02-03_CLE_LAC,2021-02-03,CLE,LAC,LAC,22,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-03_OKC_HOU,2021-02-03,OKC,HOU,OKC,17,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-03_SAS_MIN,2021-02-03,SAS,MIN,SAS,3,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-03_NOP_PHX,2021-02-03,NOP,PHX,NOP,22,DIRECT_ROSTER_CONTACT,NOP: 2020 Hayes replaces Kira,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-03_SAC_BOS,2021-02-03,SAC,BOS,SAC,5,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-04_ATL_UTA,2021-02-04,ATL,UTA,UTA,21,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-04_DAL_GSW,2021-02-04,DAL,GSW,GSW,31,DIRECT_ROSTER_CONTACT,DAL: 2020 Hampton replaces Terry,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-04_PHI_POR,2021-02-04,PHI,POR,POR,16,DIRECT_ROSTER_CONTACT,POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-04_MEM_HOU,2021-02-04,MEM,HOU,HOU,12,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-04_LAL_DEN,2021-02-04,LAL,DEN,LAL,21,DIRECT_ROSTER_CONTACT,DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-05_IND_NOP,2021-02-05,IND,NOP,NOP,1,DIRECT_ROSTER_CONTACT,NOP: 2020 Hayes replaces Kira,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-05_CLE_MIL,2021-02-05,CLE,MIL,MIL,18,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-05_BKN_TOR,2021-02-05,BKN,TOR,TOR,6,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-05_CHA_UTA,2021-02-05,CHA,UTA,UTA,17,DIRECT_ROSTER_CONTACT,CHA: 2020 Edwards/Terry/center cascade,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-02-05_MIA_WAS,2021-02-05,MIA,WAS,MIA,27,DIRECT_ROSTER_CONTACT,WAS: Trent replaces Bonga; Brown retained after deadline,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-05_OKC_MIN,2021-02-05,OKC,MIN,MIN,3,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-05_PHX_DET,2021-02-05,PHX,DET,PHX,17,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-05_LAC_BOS,2021-02-05,LAC,BOS,BOS,4,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-06_NYK_POR,2021-02-06,NYK,POR,NYK,11,DIRECT_ROSTER_CONTACT,POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-06_SAC_DEN,2021-02-06,SAC,DEN,SAC,5,DIRECT_ROSTER_CONTACT,DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-06_HOU_SAS,2021-02-06,HOU,SAS,SAS,5,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-06_CLE_MIL,2021-02-06,CLE,MIL,MIL,25,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-06_ATL_TOR,2021-02-06,ATL,TOR,ATL,11,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-06_PHI_BKN,2021-02-06,PHI,BKN,PHI,16,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-06_OKC_MIN,2021-02-06,OKC,MIN,OKC,2,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-06_DAL_GSW,2021-02-06,DAL,GSW,DAL,2,DIRECT_ROSTER_CONTACT,DAL: 2020 Hampton replaces Terry,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-06_NOP_MEM,2021-02-06,NOP,MEM,NOP,9,DIRECT_ROSTER_CONTACT,NOP: 2020 Hayes replaces Kira,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-06_LAL_DET,2021-02-06,LAL,DET,LAL,6,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-07_CHA_WAS,2021-02-07,CHA,WAS,CHA,22,DIRECT_ROSTER_CONTACT,CHA: 2020 Edwards/Terry/center cascade|WAS: Trent replaces Bonga; Brown retained after deadline,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-02-07_NYK_MIA,2021-02-07,NYK,MIA,MIA,6,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-07_IND_UTA,2021-02-07,IND,UTA,UTA,8,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-07_PHX_BOS,2021-02-07,PHX,BOS,PHX,9,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-07_LAC_SAC,2021-02-07,LAC,SAC,SAC,3,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-08_CHA_HOU,2021-02-08,CHA,HOU,CHA,25,DIRECT_ROSTER_CONTACT,CHA: 2020 Edwards/Terry/center cascade,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-02-08_MEM_TOR,2021-02-08,MEM,TOR,TOR,15,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-08_SAS_GSW,2021-02-08,SAS,GSW,SAS,5,TRANSACTION_DEPENDENCY,,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-08_DAL_MIN,2021-02-08,DAL,MIN,DAL,5,DIRECT_ROSTER_CONTACT,DAL: 2020 Hampton replaces Terry|MIN: 2020 rival replaces Edwards,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-08_PHX_CLE,2021-02-08,PHX,CLE,PHX,6,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-08_DEN_MIL,2021-02-08,DEN,MIL,MIL,13,DIRECT_ROSTER_CONTACT,DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-08_LAL_OKC,2021-02-08,LAL,OKC,LAL,7,TRANSACTION_DEPENDENCY,,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-09_DET_BKN,2021-02-09,DET,BKN,DET,11,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-09_NOP_HOU,2021-02-09,NOP,HOU,NOP,29,DIRECT_ROSTER_CONTACT,NOP: 2020 Hayes replaces Kira,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-09_MIA_NYK,2021-02-09,MIA,NYK,MIA,2,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-09_SAS_GSW,2021-02-09,SAS,GSW,GSW,23,TRANSACTION_DEPENDENCY,,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-09_SAC_PHI,2021-02-09,SAC,PHI,PHI,8,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-09_UTA_BOS,2021-02-09,UTA,BOS,UTA,14,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-09_POR_ORL,2021-02-09,POR,ORL,POR,9,DIRECT_ROSTER_CONTACT,POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-10_WAS_TOR,2021-02-10,WAS,TOR,TOR,22,DIRECT_ROSTER_CONTACT,WAS: Trent replaces Bonga; Brown retained after deadline,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-10_DAL_ATL,2021-02-10,DAL,ATL,DAL,1,DIRECT_ROSTER_CONTACT,DAL: 2020 Hampton replaces Terry,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-10_MIN_LAC,2021-02-10,MIN,LAC,LAC,7,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-10_BKN_IND,2021-02-10,BKN,IND,BKN,10,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-10_MEM_CHA,2021-02-10,MEM,CHA,MEM,16,DIRECT_ROSTER_CONTACT,CHA: 2020 Edwards/Terry/center cascade,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-02-10_DEN_CLE,2021-02-10,DEN,CLE,DEN,38,DIRECT_ROSTER_CONTACT,DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-10_PHX_MIL,2021-02-10,PHX,MIL,PHX,1,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-10_LAL_OKC,2021-02-10,LAL,OKC,LAL,1,TRANSACTION_DEPENDENCY,,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-11_HOU_MIA,2021-02-11,HOU,MIA,MIA,7,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-11_BOS_TOR,2021-02-11,BOS,TOR,BOS,14,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-11_DET_IND,2021-02-11,DET,IND,IND,16,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-02-11_POR_PHI,2021-02-11,POR,PHI,POR,4,DIRECT_ROSTER_CONTACT,POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-11_GSW_ORL,2021-02-11,GSW,ORL,GSW,6,TRANSACTION_DEPENDENCY,,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-12_CHA_MIN,2021-02-12,CHA,MIN,CHA,6,DIRECT_ROSTER_CONTACT,CHA: 2020 Edwards/Terry/center cascade|MIN: 2020 rival replaces Edwards,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-02-12_WAS_NYK,2021-02-12,WAS,NYK,NYK,18,DIRECT_ROSTER_CONTACT,WAS: Trent replaces Bonga; Brown retained after deadline,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-12_ATL_SAS,2021-02-12,ATL,SAS,SAS,11,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-12_DAL_NOP,2021-02-12,DAL,NOP,DAL,13,DIRECT_ROSTER_CONTACT,DAL: 2020 Hampton replaces Terry|NOP: 2020 Hayes replaces Kira,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-12_BOS_DET,2021-02-12,BOS,DET,DET,6,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-12_UTA_MIL,2021-02-12,UTA,MIL,UTA,14,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-12_DEN_OKC,2021-02-12,DEN,OKC,DEN,2,DIRECT_ROSTER_CONTACT,DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-12_LAL_MEM,2021-02-12,LAL,MEM,LAL,10,TRANSACTION_DEPENDENCY,,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-12_POR_CLE,2021-02-12,POR,CLE,POR,19,DIRECT_ROSTER_CONTACT,POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-12_SAC_ORL,2021-02-12,SAC,ORL,ORL,11,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-13_PHX_PHI,2021-02-13,PHX,PHI,PHX,9,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-13_ATL_IND,2021-02-13,ATL,IND,IND,12,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-02-13_NYK_HOU,2021-02-13,NYK,HOU,NYK,22,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-13_GSW_BKN,2021-02-13,GSW,BKN,BKN,17,TRANSACTION_DEPENDENCY,,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-13_UTA_MIA,2021-02-13,UTA,MIA,UTA,18,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-14_WAS_BOS,2021-02-14,WAS,BOS,WAS,13,DIRECT_ROSTER_CONTACT,WAS: Trent replaces Bonga; Brown retained after deadline,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-02-14_CHA_SAS,2021-02-14,CHA,SAS,SAS,12,DIRECT_ROSTER_CONTACT,CHA: 2020 Edwards/Terry/center cascade,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-02-14_DET_NOP,2021-02-14,DET,NOP,DET,11,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey|NOP: 2020 Hayes replaces Kira,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-14_TOR_MIN,2021-02-14,TOR,MIN,MIN,4,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-14_DAL_POR,2021-02-14,DAL,POR,POR,3,DIRECT_ROSTER_CONTACT,DAL: 2020 Hampton replaces Terry|POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-14_OKC_MIL,2021-02-14,OKC,MIL,OKC,5,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-14_PHX_ORL,2021-02-14,PHX,ORL,PHX,19,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-14_DEN_LAL,2021-02-14,DEN,LAL,DEN,17,DIRECT_ROSTER_CONTACT,DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-14_SAC_MEM,2021-02-14,SAC,MEM,MEM,14,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-14_LAC_CLE,2021-02-14,LAC,CLE,LAC,17,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-15_WAS_HOU,2021-02-15,WAS,HOU,WAS,12,DIRECT_ROSTER_CONTACT,WAS: Trent replaces Bonga; Brown retained after deadline,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-02-15_NYK_ATL,2021-02-15,NYK,ATL,NYK,11,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-15_UTA_PHI,2021-02-15,UTA,PHI,UTA,11,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-15_GSW_CLE,2021-02-15,GSW,CLE,GSW,31,TRANSACTION_DEPENDENCY,,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-15_SAC_BKN,2021-02-15,SAC,BKN,BKN,11,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-15_LAC_MIA,2021-02-15,LAC,MIA,LAC,7,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-16_BOS_DEN,2021-02-16,BOS,DEN,BOS,13,DIRECT_ROSTER_CONTACT,DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-16_MIL_TOR,2021-02-16,MIL,TOR,TOR,11,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-16_OKC_POR,2021-02-16,OKC,POR,POR,11,DIRECT_ROSTER_CONTACT,POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-16_MIN_LAL,2021-02-16,MIN,LAL,LAL,8,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-16_MEM_NOP,2021-02-16,MEM,NOP,NOP,31,DIRECT_ROSTER_CONTACT,NOP: 2020 Hayes replaces Kira,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-16_PHX_BKN,2021-02-16,PHX,BKN,BKN,4,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-17_ORL_NYK,2021-02-17,ORL,NYK,ORL,18,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-17_PHI_HOU,2021-02-17,PHI,HOU,PHI,5,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-17_BOS_ATL,2021-02-17,BOS,ATL,ATL,8,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-17_WAS_DEN,2021-02-17,WAS,DEN,WAS,2,DIRECT_ROSTER_CONTACT,WAS: Trent replaces Bonga; Brown retained after deadline|DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,,NOT_CALCULATED,False,True,P1_BOUNDARY
2021-02-17_MIN_IND,2021-02-17,MIN,IND,IND,6,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-02-17_NOP_POR,2021-02-17,NOP,POR,POR,2,DIRECT_ROSTER_CONTACT,NOP: 2020 Hayes replaces Kira|POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-17_MEM_OKC,2021-02-17,MEM,OKC,MEM,9,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-17_GSW_MIA,2021-02-17,GSW,MIA,GSW,8,TRANSACTION_DEPENDENCY,,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-17_LAC_UTA,2021-02-17,LAC,UTA,UTA,18,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-18_MIL_TOR,2021-02-18,MIL,TOR,TOR,14,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-18_LAL_BKN,2021-02-18,LAL,BKN,BKN,11,TRANSACTION_DEPENDENCY,,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-18_SAC_MIA,2021-02-18,SAC,MIA,MIA,8,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-19_CLE_DEN,2021-02-19,CLE,DEN,DEN,17,DIRECT_ROSTER_CONTACT,DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-19_ORL_GSW,2021-02-19,ORL,GSW,ORL,4,TRANSACTION_DEPENDENCY,,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-19_BOS_ATL,2021-02-19,BOS,ATL,BOS,12,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-19_NOP_PHX,2021-02-19,NOP,PHX,PHX,18,DIRECT_ROSTER_CONTACT,NOP: 2020 Hayes replaces Kira,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-19_MEM_DET,2021-02-19,MEM,DET,MEM,14,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-19_MIL_OKC,2021-02-19,MIL,OKC,MIL,13,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-19_MIN_TOR,2021-02-19,MIN,TOR,TOR,5,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-19_LAC_UTA,2021-02-19,LAC,UTA,LAC,4,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-20_CHA_GSW,2021-02-20,CHA,GSW,CHA,2,DIRECT_ROSTER_CONTACT,CHA: 2020 Edwards/Terry/center cascade,GSW: Wiggins core/Hutchison supplemental asset unresolved,NOT_CALCULATED,False,True,P1_BOUNDARY
2021-02-20_LAL_MIA,2021-02-20,LAL,MIA,MIA,2,TRANSACTION_DEPENDENCY,,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-20_MEM_PHX,2021-02-20,MEM,PHX,PHX,31,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-20_POR_WAS,2021-02-20,POR,WAS,WAS,7,DIRECT_ROSTER_CONTACT,POR: Trent absent; Powell absent and Hood retained in working path|WAS: Trent replaces Bonga; Brown retained after deadline,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-02-21_NOP_BOS,2021-02-21,NOP,BOS,NOP,5,DIRECT_ROSTER_CONTACT,NOP: 2020 Hayes replaces Kira,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-21_TOR_PHI,2021-02-21,TOR,PHI,TOR,7,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-21_NYK_MIN,2021-02-21,NYK,MIN,NYK,4,DIRECT_ROSTER_CONTACT,MIN: 2020 rival replaces Edwards,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-21_CLE_OKC,2021-02-21,CLE,OKC,OKC,16,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-21_ORL_DET,2021-02-21,ORL,DET,ORL,9,DIRECT_ROSTER_CONTACT,DET: 2020 Patrick/Kira replace Hayes/Bey,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-21_ATL_DEN,2021-02-21,ATL,DEN,ATL,8,DIRECT_ROSTER_CONTACT,DEN: 2020 Bey/Nnaji replace Nnaji/Hampton; Gordon package conditional,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-21_LAC_BKN,2021-02-21,LAC,BKN,BKN,4,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-21_MIL_SAC,2021-02-21,MIL,SAC,MIL,13,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-22_DAL_MEM,2021-02-22,DAL,MEM,DAL,10,DIRECT_ROSTER_CONTACT,DAL: 2020 Hampton replaces Terry,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-22_UTA_CHA,2021-02-22,UTA,CHA,UTA,22,DIRECT_ROSTER_CONTACT,CHA: 2020 Edwards/Terry/center cascade,,NOT_CALCULATED,False,True,P2_BOUNDARY
2021-02-22_PHX_POR,2021-02-22,PHX,POR,PHX,32,DIRECT_ROSTER_CONTACT,POR: Trent absent; Powell absent and Hood retained in working path,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-22_OKC_MIA,2021-02-22,OKC,MIA,MIA,14,NO_DIRECT_DELTA_IDENTIFIED,,,NOT_CALCULATED,False,False,P3_REMAINDER
2021-02-22_LAL_WAS,2021-02-22,LAL,WAS,WAS,3,DIRECT_ROSTER_CONTACT,WAS: Trent replaces Bonga; Brown retained after deadline,LAL: AD upstream asset chain retained conditionally,NOT_CALCULATED,False,True,P1_BOUNDARY
