event_id,date,team,policy_id,contact,conditional_newcomers,removed_players,execution_conditions,phase,minute_allocation_status,incumbent_rule,observation_rows,observed_seconds,positive_minute_players,coach_dnp_players,injury_protocol_dnp_players,conditional_newcomers_without_row,observed_source_game_id
2021-02-26_GSW_CHA,2021-02-26,GSW,GSW_WIGGINS_HUTCHISON_INACTIVE,TRANSACTION_DEPENDENCY,,,EX06;EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14401,12,,,,0022000511
2021-02-26_GSW_CHA,2021-02-26,CHA,CHA_EDWARDS_TERRY,DIRECT_ROSTER_CONTACT,Anthony Edwards;Tyrell Terry,LaMelo Ball;Grant Riller,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,9,,Caleb Martin;Cody Zeller;Devonte' Graham,Anthony Edwards;Tyrell Terry,0022000511
2021-02-26_LAL_POR,2021-02-26,LAL,LAL_AD_CORE,TRANSACTION_DEPENDENCY,,,EX06;EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14401,10,Alfonzo McKinnie;Damian Jones;Devontae Cacok;Jared Dudley;Kostas Antetokounmpo,,,0022000512
2021-02-26_LAL_POR,2021-02-26,POR,POR_NO_TRENT,DIRECT_ROSTER_CONTACT,,Gary Trent Jr.;Norman Powell,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,9,CJ Elleby;Keljin Blevins,CJ McCollum;Jusuf Nurkic;Zach Collins,,0022000512
2021-02-26_MEM_LAC,2021-02-26,MEM,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,Gorgui Dieng;John Konchar,,,0022000509
2021-02-26_MEM_LAC,2021-02-26,LAC,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14402,12,,,,0022000509
2021-02-26_MIA_UTA,2021-02-26,MIA,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14401,9,Chris Silva;Maurice Harkless;Max Strus;Precious Achiuwa;Udonis Haslem,Tyler Herro,,0022000507
2021-02-26_MIA_UTA,2021-02-26,UTA,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,9,Jarrell Brantley;Juwan Morgan;Miye Oni;Trent Forrest,,,0022000507
2021-02-26_OKC_ATL,2021-02-26,OKC,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,9,Darius Miller,George Hill,,0022000510
2021-02-26_OKC_ATL,2021-02-26,ATL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,10,Brandon Goodwin;Bruno Fernando;Nathan Knight,,,0022000510
2021-02-26_TOR_HOU,2021-02-26,TOR,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,12,Malachi Flynn;Paul Watson,,,0022000506
2021-02-26_TOR_HOU,2021-02-26,HOU,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,9,Ben McLemore;Mason Jones;Rodions Kurucs,,,0022000506
2021-02-27_BKN_DAL,2021-02-27,BKN,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,12,,Tyler Johnson,,0022000519
2021-02-27_BKN_DAL,2021-02-27,DAL,DAL_HAMPTON,DIRECT_ROSTER_CONTACT,R.J. Hampton,Tyrell Terry,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,13,,,R.J. Hampton,0022000519
2021-02-27_NYK_IND,2021-02-27,NYK,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,11,Austin Rivers;Theo Pinson,,,0022000515
2021-02-27_NYK_IND,2021-02-27,IND,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14401,10,Kelan Martin,Malcolm Brogdon,,0022000515
2021-02-27_OKC_DEN,2021-02-27,OKC,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,,George Hill;Hamidou Diallo,,0022000518
2021-02-27_OKC_DEN,2021-02-27,DEN,DEN_BEY_NNAJI,DIRECT_ROSTER_CONTACT,Saddiq Bey,R.J. Hampton,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,14,,,Saddiq Bey,0022000518
2021-02-27_ORL_UTA,2021-02-27,ORL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,Khem Birch,James Ennis III,,0022000516
2021-02-27_ORL_UTA,2021-02-27,UTA,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,12,,,,0022000516
2021-02-27_PHI_CLE,2021-02-27,PHI,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,15900,10,Isaiah Joe;Terrance Ferguson;Tony Bradley;Vincent Poirier,,,0022000513
2021-02-27_PHI_CLE,2021-02-27,CLE,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,15901,9,,Cedi Osman;Larry Nance Jr.,,0022000513
2021-02-27_WAS_MIN,2021-02-27,WAS,WAS_TRENT,DIRECT_ROSTER_CONTACT,Gary Trent Jr.,Isaac Bonga;Chandler Hutchison,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,13,Jerome Robinson,,Gary Trent Jr.,0022000517
2021-02-27_WAS_MIN,2021-02-27,MIN,MIN_RIVAL,DIRECT_ROSTER_CONTACT,Fictional Rival,Anthony Edwards,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14402,11,Ed Davis;Jake Layman,,Fictional Rival,0022000517
2021-02-28_DET_NYK,2021-02-28,DET,DET_PATRICK_KIRA,DIRECT_ROSTER_CONTACT,Patrick Williams;Kira Lewis Jr.,Saddiq Bey;Killian Hayes,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,11,Deividas Sirvydis,,Patrick Williams;Kira Lewis Jr.,0022000521
2021-02-28_DET_NYK,2021-02-28,NYK,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,9,Austin Rivers;Kevin Knox II;Theo Pinson,,,0022000521
2021-02-28_HOU_MEM,2021-02-28,HOU,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,11,,Victor Oladipo,,0022000525
2021-02-28_HOU_MEM,2021-02-28,MEM,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,13,,,,0022000525
2021-02-28_LAL_GSW,2021-02-28,LAL,LAL_AD_CORE,TRANSACTION_DEPENDENCY,,,EX06;EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14400,15,,,,0022000527
2021-02-28_LAL_GSW,2021-02-28,GSW,GSW_WIGGINS_HUTCHISON_INACTIVE,TRANSACTION_DEPENDENCY,,,EX06;EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,12,,,,0022000527
2021-02-28_MIA_ATL,2021-02-28,MIA,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14400,10,Chris Silva;Maurice Harkless;Max Strus;Udonis Haslem,Jimmy Butler,,0022000522
2021-02-28_MIA_ATL,2021-02-28,ATL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,10,Brandon Goodwin;Bruno Fernando;Nathan Knight,,,0022000522
2021-02-28_MIL_LAC,2021-02-28,MIL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,10,D.J. Wilson;Sam Merrill;Torrey Craig,,,0022000520
2021-02-28_MIL_LAC,2021-02-28,LAC,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14401,10,Luke Kennard;Mfiondu Kabengele,,,0022000520
2021-02-28_MIN_PHX,2021-02-28,MIN,MIN_RIVAL,DIRECT_ROSTER_CONTACT,Fictional Rival,Anthony Edwards,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,12,Ed Davis,,Fictional Rival,0022000526
2021-02-28_MIN_PHX,2021-02-28,PHX,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,13,Langston Galloway,,,0022000526
2021-03-01_HOU_CLE,2021-03-01,HOU,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,9,David Nwaba,Eric Gordon;Rodions Kurucs,,0022000532
2021-03-01_HOU_CLE,2021-03-01,CLE,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,,Larry Nance Jr.;Taurean Prince,,0022000532
2021-03-01_NOP_UTA,2021-03-01,NOP,NOP_HAYES,DIRECT_ROSTER_CONTACT,Killian Hayes,Kira Lewis Jr.,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,8,Jaxson Hayes;Kira Lewis Jr.;Nickeil Alexander-Walker;Nicolo Melli;Sindarius Thornwell;Wenyen Gabriel,,Killian Hayes,0022000533
2021-03-01_NOP_UTA,2021-03-01,UTA,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14401,9,Jarrell Brantley;Juwan Morgan;Miye Oni;Trent Forrest,,,0022000533
2021-03-01_ORL_DAL,2021-03-01,ORL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,Mo Bamba,James Ennis III,,0022000529
2021-03-01_ORL_DAL,2021-03-01,DAL,DAL_HAMPTON,DIRECT_ROSTER_CONTACT,R.J. Hampton,Tyrell Terry,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,10,Boban Marjanovic;James Johnson;Wes Iwundu,,R.J. Hampton,0022000529
2021-03-01_PHI_IND,2021-03-01,PHI,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14401,13,,,,0022000530
2021-03-01_PHI_IND,2021-03-01,IND,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,11,,Jeremy Lamb,,0022000530
2021-03-01_POR_CHA,2021-03-01,POR,POR_NO_TRENT,DIRECT_ROSTER_CONTACT,,Gary Trent Jr.;Norman Powell,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,9,CJ Elleby;Keljin Blevins,CJ McCollum;Jusuf Nurkic;Zach Collins,,0022000535
2021-03-01_POR_CHA,2021-03-01,CHA,CHA_EDWARDS_TERRY,DIRECT_ROSTER_CONTACT,Anthony Edwards;Tyrell Terry,LaMelo Ball;Grant Riller,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,9,,Cody Zeller;Devonte' Graham;Gordon Hayward,Anthony Edwards;Tyrell Terry,0022000535
2021-03-01_SAS_BKN,2021-03-01,SAS,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,15900,11,,Derrick White,,0022000534
2021-03-01_SAS_BKN,2021-03-01,BKN,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,15903,10,Chris Chiozza;Iman Shumpert,,,0022000534
2021-03-02_BOS_LAC,2021-03-02,BOS,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14400,9,Aaron Nesmith;Carsen Edwards;Grant Williams;Javonte Green;Tacko Fall;Tremont Waters,,,0022000537
2021-03-02_BOS_LAC,2021-03-02,LAC,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,Mfiondu Kabengele,Kawhi Leonard,,0022000537
2021-03-02_LAL_PHX,2021-03-02,LAL,LAL_AD_CORE,TRANSACTION_DEPENDENCY,,,EX06;EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,10,Alfonzo McKinnie;Devontae Cacok;Kostas Antetokounmpo,Kyle Kuzma,,0022000542
2021-03-02_LAL_PHX,2021-03-02,PHX,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,10,Frank Kaminsky;Jalen Smith;Jevon Carter;Langston Galloway,,,0022000542
2021-03-02_MIA_ATL,2021-03-02,MIA,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14401,10,Chris Silva;KZ Okpala;Maurice Harkless;Udonis Haslem,Jimmy Butler,,0022000538
2021-03-02_MIA_ATL,2021-03-02,ATL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,10,Brandon Goodwin;Bruno Fernando;Nathan Knight;Skylar Mays,,,0022000538
2021-03-02_MIL_DEN,2021-03-02,MIL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,13,,,,0022000540
2021-03-02_MIL_DEN,2021-03-02,DEN,DEN_BEY_NNAJI,DIRECT_ROSTER_CONTACT,Saddiq Bey,R.J. Hampton,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,11,,JaMychal Green,Saddiq Bey,0022000540
2021-03-02_SAS_NYK,2021-03-02,SAS,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,11,,LaMarcus Aldridge,,0022000541
2021-03-02_SAS_NYK,2021-03-02,NYK,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,Austin Rivers,Elfrid Payton,,0022000541
2021-03-02_WAS_MEM,2021-03-02,WAS,WAS_TRENT,DIRECT_ROSTER_CONTACT,Gary Trent Jr.,Isaac Bonga;Chandler Hutchison,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,13,Jerome Robinson,,Gary Trent Jr.,0022000536
2021-03-02_WAS_MEM,2021-03-02,MEM,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,Gorgui Dieng;John Konchar,,,0022000536
2021-03-03_DAL_OKC,2021-03-03,DAL,DAL_HAMPTON,DIRECT_ROSTER_CONTACT,R.J. Hampton,Tyrell Terry,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,Boban Marjanovic;Willie Cauley-Stein,,R.J. Hampton,0022000549
2021-03-03_DAL_OKC,2021-03-03,OKC,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,Darius Miller,George Hill,,0022000549
2021-03-03_HOU_BKN,2021-03-03,HOU,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,8,,Danuel House Jr.;David Nwaba;Eric Gordon;Rodions Kurucs,,0022000546
2021-03-03_HOU_BKN,2021-03-03,BKN,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,11,Iman Shumpert,,,0022000546
2021-03-03_MIN_CHA,2021-03-03,MIN,MIN_RIVAL,DIRECT_ROSTER_CONTACT,Fictional Rival,Anthony Edwards,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14400,10,Ed Davis;Josh Okogie;Juancho Hernangomez,,Fictional Rival,0022000547
2021-03-03_MIN_CHA,2021-03-03,CHA,CHA_EDWARDS_TERRY,DIRECT_ROSTER_CONTACT,Anthony Edwards;Tyrell Terry,LaMelo Ball;Grant Riller,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,,Cody Zeller;Devonte' Graham,Anthony Edwards;Tyrell Terry,0022000547
2021-03-03_ORL_ATL,2021-03-03,ORL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,,Evan Fournier;James Ennis III,,0022000544
2021-03-03_ORL_ATL,2021-03-03,ATL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,10,Brandon Goodwin;Nathan Knight;Skylar Mays,,,0022000544
2021-03-03_PHI_UTA,2021-03-03,PHI,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,15901,10,Terrance Ferguson;Tony Bradley;Tyrese Maxey;Vincent Poirier,,,0022000545
2021-03-03_PHI_UTA,2021-03-03,UTA,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,15900,9,Jarrell Brantley;Juwan Morgan;Miye Oni;Trent Forrest,,,0022000545
2021-03-03_TOR_DET,2021-03-03,TOR,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,Donta Hall;Jalen Harris,,,0022000539
2021-03-03_TOR_DET,2021-03-03,DET,DET_PATRICK_KIRA,DIRECT_ROSTER_CONTACT,Patrick Williams;Kira Lewis Jr.,Saddiq Bey;Killian Hayes,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,10,,Jahlil Okafor;Josh Jackson,Patrick Williams;Kira Lewis Jr.,0022000539
2021-03-04_BOS_TOR,2021-03-04,BOS,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14400,10,Aaron Nesmith;Carsen Edwards;Javonte Green;Tacko Fall;Tremont Waters,,,0022000552
2021-03-04_BOS_TOR,2021-03-04,TOR,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,8,Donta Hall;Matt Thomas;Yuta Watanabe,Malachi Flynn,,0022000552
2021-03-04_IND_DEN,2021-03-04,IND,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14401,9,Goga Bitadze;JaKarr Sampson;Kelan Martin,,,0022000553
2021-03-04_IND_DEN,2021-03-04,DEN,DEN_BEY_NNAJI,DIRECT_ROSTER_CONTACT,Saddiq Bey,R.J. Hampton,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,9,Bol Bol;Greg Whittington,JaMychal Green,Saddiq Bey,0022000553
2021-03-04_MEM_MIL,2021-03-04,MEM,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,10,Gorgui Dieng;John Konchar;Killian Tillie,,,0022000555
2021-03-04_MEM_MIL,2021-03-04,MIL,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14401,10,D.J. Wilson;Sam Merrill;Torrey Craig,,,0022000555
2021-03-04_NOP_MIA,2021-03-04,NOP,NOP_HAYES,DIRECT_ROSTER_CONTACT,Killian Hayes,Kira Lewis Jr.,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14401,9,Sindarius Thornwell;Willy Hernangomez,JJ Redick;Zion Williamson,Killian Hayes,0022000557
2021-03-04_NOP_MIA,2021-03-04,MIA,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,15,14400,9,Chris Silva;Gabe Vincent;Maurice Harkless;Max Strus;Udonis Haslem,Bam Adebayo,,0022000557
2021-03-04_NYK_DET,2021-03-04,NYK,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,9,Austin Rivers;Kevin Knox II;Theo Pinson,,,0022000565
2021-03-04_NYK_DET,2021-03-04,DET,DET_PATRICK_KIRA,DIRECT_ROSTER_CONTACT,Patrick Williams;Kira Lewis Jr.,Saddiq Bey;Killian Hayes,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,9,Deividas Sirvydis,Jahlil Okafor;Josh Jackson,Patrick Williams;Kira Lewis Jr.,0022000565
2021-03-04_PHX_GSW,2021-03-04,PHX,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,13,14400,12,Langston Galloway,,,0022000185
2021-03-04_PHX_GSW,2021-03-04,GSW,GSW_WIGGINS_HUTCHISON_INACTIVE,TRANSACTION_DEPENDENCY,,,EX06;EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,11,,Kelly Oubre Jr.,,0022000185
2021-03-04_POR_SAC,2021-03-04,POR,POR_NO_TRENT,DIRECT_ROSTER_CONTACT,,Gary Trent Jr.;Norman Powell,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,14,14401,9,CJ Elleby;Keljin Blevins,CJ McCollum;Jusuf Nurkic;Zach Collins,,0022000558
2021-03-04_POR_SAC,2021-03-04,SAC,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14400,8,Justin James;Kyle Guy;Norvel Pelle,Jabari Parker,,0022000558
2021-03-04_SAS_OKC,2021-03-04,SAS,INCUMBENT_CONDITIONAL,NO_DIRECT_DELTA_IDENTIFIED,,,EX07,PREDEADLINE,NOT_CALCULATED,observed date availability and incumbent transactions conditional; no new injury/event selected,12,14401,10,Tre Jones,LaMarcus Aldridge,,0022000556
